id,root,path,selectors,initial_label,curated_label,label_source,label_confidence,signal_score,noise_score,signal_noise_ratio,path_role,kind,is_routing_anchor,under_test_or_fixture,duplicate_of,curation_reason
bd9e8e757ca9,repo,python/fugu/docs/model-options-reference.md,project_docs,mixed_signal,high_signal,map_reducer_adjustment,medium,52,1,52.0,other_context,reference_table,False,False,,Mapper: fugu distillation model-options reference.
6ddc9d0817d0,repo,.omp/skills/domain-modeling/ADR-FORMAT.md,skills,mixed_signal,high_signal,map_reducer_adjustment,medium,51,1,51.0,skill,procedural,True,False,,Mapper: ADR format is a domain-modeling routing companion with high SNR.
9885eaf29702,repo,docs/natives-rust-task-cancellation.md,project_docs,mixed_signal,high_signal,map_reducer_adjustment,medium,51,0,51.0,native_doc,runbook,False,False,,Mapper: native task-cancellation contract.
ff53a219d178,repo,.omp/skills/prototype/SKILL.md,skills,mixed_signal,high_signal,map_reducer_adjustment,medium,50,1,50.0,skill,procedural,True,False,,Mapper: prototype SKILL.md is a routed skill with high SNR.
2cf30e1de560,repo,.omp/skills/triage/OUT-OF-SCOPE.md,skills,mixed_signal,high_signal,map_reducer_adjustment,medium,50,0,50.0,skill,procedural,True,False,,Mapper: triage OUT-OF-SCOPE is a high-signal companion to triage skill.
825796c17ba2,repo,docs/gemini-manifest-extensions.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,50,5,10.0,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
2442765ac141,repo,packages/collab-web/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,50,5,10.0,package_readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
9b37bbf1abe6,repo,python/fugu/evals/agentic/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,49,6,8.167,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
eaa5dbabbb92,repo,.omp/skills/codebase-design/DEEPENING.md,skills,mixed_signal,high_signal,map_reducer_adjustment,medium,48,0,48.0,skill,procedural,True,False,,Mapper: codebase-design DEEPENING companion has high SNR and graph value.
432d748ce062,repo,.omp/skills/mattpocock-skills/grilling.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,48,0,48.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
cd57d16a57d6,repo,.omp/skills/mattpocock-skills/handoff.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,48,1,48.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
58a8af0de455,repo,.omp/skills/mattpocock-skills/handoff/handoff.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,48,1,48.0,skill,procedural,True,False,cd57d16a57d6,No map-worker override; keep deterministic selector prior.
10eac9ee5e78,repo,python/fugu/docs/fold-proposal-deepen-meta-optimizer.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,48,5,9.6,other_context,reference_table,False,False,,No map-worker override; keep deterministic selector prior.
992e7157f81e,repo,.omp/skills/mattpocock-skills/grilling/grilling.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,47,0,47.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
4093f8f4d269,repo,.omp/skills/tdd/tests.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,47,0,47.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
600f3eec3f2b,repo,docs/secrets.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,47,2,23.5,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
231c62c981cd,repo,docs/tools/ast-grep.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,47,2,23.5,tool_doc,api_reference,False,False,,No map-worker override; keep deterministic selector prior.
d6ae520a81ef,repo,.omp/skills/improve-codebase-architecture/HTML-REPORT.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,46,0,46.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
69d395ae6824,repo,.omp/skills/prototype/LOGIC.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,46,0,46.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
ead3be9d01cc,repo,docs/memory.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,46,3,15.333,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
7ce4d09225fb,repo,infra/docs/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,46,4,11.5,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
7df262da9f75,repo,.omp/skills/mattpocock-skills/teach.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,45,0,45.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
b24ce2c58709,repo,.omp/skills/mattpocock-skills/teach/teach.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,45,0,45.0,skill,procedural,True,False,7df262da9f75,No map-worker override; keep deterministic selector prior.
3e3a495c100f,repo,docs/adding-a-provider.md,project_docs,mixed_signal,high_signal,map_reducer_adjustment,medium,45,0,45.0,top_doc,how_to,False,False,,Mapper: provider-registration procedure.
db595fd95802,repo,docs/natives-media-system-utils.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,45,3,15.0,native_doc,runbook,False,False,,No map-worker override; keep deterministic selector prior.
3f15c73b0428,repo,packages/verifier-extension/skills/llm-as-verifier/references/criteria-recipes.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,45,5,9.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
790d31660de2,repo,python/fugu/.agents/skills/llm-as-verifier/references/criteria-recipes.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,45,5,9.0,skill,procedural,True,False,3f15c73b0428,No map-worker override; keep deterministic selector prior.
0f57056893d4,repo,scripts/session-stats/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,45,1,45.0,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
bd216a072527,repo,.omp/skills/mattpocock-skills/grill-me.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,44,0,44.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
3dc2138bfcb0,repo,.omp/skills/mattpocock-skills/grill-me/grill-me.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,44,0,44.0,skill,procedural,True,False,bd216a072527,No map-worker override; keep deterministic selector prior.
b8b769b6e16c,repo,.omp/skills/prototype/UI.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,44,2,22.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
286572beb516,repo,docs/extension-loading.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,44,2,22.0,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
6e5c2cbf0ab6,repo,docs/fugu-router-beats-frontier.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,44,0,44.0,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
ea534171b327,repo,docs/marketplace.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,44,14,3.143,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
73af7adf5da3,repo,packages/coding-agent/examples/sdk/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,44,0,44.0,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
9de07fdb7916,repo,python/fugu/docs/dynamic-workflow-execution-map.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,44,0,44.0,other_context,reference_table,False,False,,No map-worker override; keep deterministic selector prior.
d4929f99f0e6,repo,docs/mnemosyne-memory-backend.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,43,2,21.5,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
1c86a9b09f2f,repo,packages/coding-agent/examples/extensions/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,43,3,14.333,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
b25efb984fd9,repo,packages/coding-agent/test/fixtures/skills/valid-skill/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,43,57,0.754,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
62d6ee6c4dad,repo,python/fugu/docs/p3b-optimizer-realism-plan.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,43,8,5.375,other_context,reference_table,False,False,,No map-worker override; keep deterministic selector prior.
461f242a7527,repo,.omp/skills/mattpocock-skills/teach/MISSION-FORMAT.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,42,1,42.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
3452877a9710,repo,.omp/skills/mattpocock-skills/teach/RESOURCES-FORMAT.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,42,2,21.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
f60f602b0ef3,repo,docs/lsp-config.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,42,0,42.0,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
70fcd64230bd,repo,packages/agent/CHANGELOG.md,known_noise,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,42,61,0.689,changelog,changelog,False,False,,Noise mapper: large changelog contains release-relevant integration knowledge; not pure noise.
a8e287fae949,repo,packages/ai/CHANGELOG.md,known_noise,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,42,81,0.519,changelog,changelog,False,False,,Noise mapper: large changelog contains model/provider integration knowledge; not pure noise.
46793d3dc172,repo,packages/catalog/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,42,58,0.724,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
9c29d567dbe5,repo,packages/coding-agent/CHANGELOG.md,known_noise,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,42,83,0.506,changelog,changelog,False,False,,Noise mapper: coding-agent changelog includes feature and policy evolution relevant to context selection.
b2a504818382,repo,packages/coding-agent/test/fixtures/skills/nested/child-skill/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,42,57,0.737,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
288037e52e44,repo,packages/natives/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,42,68,0.618,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
dbd5a8aec556,repo,packages/tui/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,42,83,0.506,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
045c0f1b490d,repo,.omp/skills/mattpocock-skills/teach/LEARNING-RECORD-FORMAT.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,41,2,20.5,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
4f74e5e50b57,repo,docs/porting-to-natives.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,41,22,1.864,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
8e0b8f6e359b,repo,packages/coding-agent/examples/custom-tools/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,41,5,8.2,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
3421ba0bebc1,repo,packages/coding-agent/test/fixtures/skills/long-name/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,41,57,0.719,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
d57526c5c2fa,repo,.omp/skills/mattpocock-skills/handoff/SKILL.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,40,1,40.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
23326cee309f,repo,crates/brush-builtins-vendored/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,4,10.0,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
7cccb552fe2d,repo,crates/brush-core-vendored/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,4,10.0,readme,readme,False,False,23326cee309f,No map-worker override; keep deterministic selector prior.
8b5f3d98d994,repo,docs/ethereal-workspaces.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,13,3.077,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
6971b24ba207,repo,docs/install-id.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,2,20.0,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
d2cb6a422285,repo,packages/coding-agent/test/fixtures/skills-collision/first/calendar/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,40,57,0.702,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
610197cdfde2,repo,packages/coding-agent/test/fixtures/skills-collision/second/calendar/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,40,57,0.702,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
555df8f73462,repo,packages/coding-agent/test/fixtures/skills/consecutive-hyphens/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,40,57,0.702,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
e34ad67b454a,repo,packages/coding-agent/test/fixtures/skills/invalid-name-chars/SKILL.md,known_noise;skills,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,40,57,0.702,skill,procedural,True,True,,"Mapper: invalid-name fixture is a useful synthetic negative, not arbitrary noise."
89458aab36b3,repo,packages/coding-agent/test/fixtures/skills/name-mismatch/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,40,57,0.702,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
5169ec6a33fd,repo,packages/coding-agent/test/fixtures/skills/unknown-field/SKILL.md,known_noise;skills,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,40,58,0.69,skill,procedural,True,True,,"Mapper: unknown-field fixture is a useful synthetic negative, not arbitrary noise."
ef67297a6148,repo,packages/snapcompact/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,3,13.333,package_readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
8d7b6cbaa01c,repo,python/fugu/docs/p4-proposer-changed-paths-fidelity-plan.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,0,40.0,other_context,reference_table,False,False,,No map-worker override; keep deterministic selector prior.
ea5e55097589,repo,python/fugu/docs/proposer-sandbox-verification.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,2,20.0,other_context,reference_table,False,False,,No map-worker override; keep deterministic selector prior.
a3f795752f0a,repo,python/fugu/evals/synthesizer/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,0,40.0,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
eebfed60c2f0,repo,python/fugu/evals/thesis/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,40,0,40.0,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
59a84b97c190,repo,.omp/skills/mattpocock-skills/teach/GLOSSARY-FORMAT.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,39,0,39.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
6c6432dddb8f,repo,packages/coding-agent/test/fixtures/skills/missing-description/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,39,57,0.684,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
ca39f992448e,repo,packages/snapcompact/CHANGELOG.md,known_noise,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,39,55,0.709,changelog,changelog,False,False,,Noise mapper: snapcompact changelog can inform context/compaction history.
e9a4b5bd0f51,repo,.omp/skills/implement/SKILL.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,38,0,38.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
8e40b93ec997,repo,.omp/skills/tdd/mocking.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,38,0,38.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
fa444fa2abb7,repo,docs/natives-addon-loader-runtime.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,38,16,2.375,native_doc,runbook,False,False,,No map-worker override; keep deterministic selector prior.
f07326ee5ac8,repo,packages/stats/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,38,0,38.0,package_readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
448f3d3cdc4e,repo,.omp/skills/grill-with-docs/SKILL.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,37,14,2.643,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
b46a4dc2a6f3,repo,.omp/skills/mattpocock-skills/grilling/SKILL.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,37,0,37.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
5163facf2a54,repo,.omp/skills/resolving-merge-conflicts/SKILL.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,37,0,37.0,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
88491755ac23,repo,packages/coding-agent/test/marketplace/fixtures/valid-marketplace/plugins/hello-plugin/skills/greet/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,37,57,0.649,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
b3df9258ebd9,repo,packages/mnemopi/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,37,0,37.0,package_readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
ec3b0dd94133,repo,packages/tui/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,37,3,12.333,package_readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
330024c8ad4e,repo,packages/utils/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,37,46,0.804,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
61c299a84512,repo,.omp/skills/mattpocock-skills/grill-me/SKILL.md,skills,mixed_signal,mixed_signal,selector_score_prior,medium,36,14,2.571,skill,procedural,True,False,,No map-worker override; keep deterministic selector prior.
42ed031df8b2,repo,infra/install-redirect/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,36,5,7.2,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
49359fa4ff69,repo,python/fugu/distill/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,36,0,36.0,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
2725f8e05782,repo,packages/coding-agent/examples/hooks/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,35,2,17.5,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
e9cc32a2661d,repo,packages/natives/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,35,4,8.75,package_readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
b293d81e5bce,repo,python/fugu/evals/verifier/labeled/README.md,project_docs,mixed_signal,mixed_signal,selector_score_prior,medium,35,0,35.0,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
cd290502518e,repo,packages/collab-web/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,34,55,0.618,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
5fb5d76d06a1,repo,packages/mnemopi/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,34,51,0.667,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
cd6fe6dfd4a4,repo,packages/coding-agent/examples/README.md,project_docs,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,33,3,11.0,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
89b022251864,repo,packages/coding-agent/README.md,project_docs,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,32,2,16.0,package_readme,readme,False,False,,Mapper: primary package README is a workspace anchor despite short link-heavy body.
909ea0f88cad,repo,packages/hashline/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,32,50,0.64,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
6d682cf1ca38,repo,packages/hashline/README.md,project_docs,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,32,0,32.0,package_readme,readme,False,False,,Mapper: hashline patch-format README is compact contract context.
e9eb075a3f27,repo,docs/local-models.md,project_docs,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,31,4,7.75,top_doc,how_to,False,False,,No map-worker override; keep deterministic selector prior.
2566a94b95ed,repo,packages/clips-extension/README.md,project_docs,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,31,1,31.0,package_readme,readme,False,False,,Mapper: clips extension command/integration surface is exclusive context.
eb828901e1a4,repo,packages/coding-agent/test/fixtures/skills/no-frontmatter/SKILL.md,known_noise;skills,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,31,57,0.544,skill,procedural,True,True,,No map-worker override; keep deterministic selector prior.
b0c12a5e7e75,repo,.github/workflows/README.md,project_docs,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,30,4,7.5,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
52d9cbdf8aa5,repo,docs/keybindings.md,project_docs,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,30,3,10.0,top_doc,how_to,False,False,,Mapper: canonical keybinding action-ID namespace is small but unique.
f20fe5f67fe9,repo,packages/catalog/README.md,project_docs,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,30,5,6.0,package_readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
c02d5c07936d,repo,python/fugu/evals/rqgm_code/README.md,project_docs,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,30,4,7.5,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
a2b2902a3189,repo,packages/utils/README.md,project_docs,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,28,2,14.0,package_readme,readme,False,False,,Mapper: utility package namespace is cross-package context; link-list shape underweights it.
59bcd6f20e13,repo,packages/wire/README.md,project_docs,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,28,1,28.0,package_readme,readme,False,False,,Mapper: compact wire contract README is exclusive context despite low initial label.
bcaf30c8bc97,repo,packages/coding-agent/test/fixtures/apply-patch/scenarios/README.md,known_noise;project_docs,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,27,43,0.628,readme,readme,False,True,,No map-worker override; keep deterministic selector prior.
80cf3dc2d290,repo,python/fugu/prompts/pro/README.md,project_docs,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,25,0,25.0,readme,readme,False,False,,Mapper: pro prompt index is a context-selection map.
c7b003c9fd35,repo,packages/stats/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,21,48,0.438,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
ec320a0b3dfe,repo,packages/clips-extension/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,15,45,0.333,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
c216c95789bd,repo,packages/wire/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,15,44,0.341,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
22daefd09244,repo,packages/verifier-extension/CHANGELOG.md,known_noise,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,14,44,0.318,changelog,changelog,False,False,,Noise mapper: verifier skill/orchestrator changes are policy-relevant.
21372fa4348c,repo,packages/coding-agent/test/marketplace/fixtures/valid-marketplace/plugins/hello-plugin/agents/reviewer.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,10,57,0.175,test_fixture,test_fixture,False,True,,No map-worker override; keep deterministic selector prior.
18e95d7661d6,repo,packages/coding-agent/test/marketplace/fixtures/valid-marketplace/plugins/hello-plugin/commands/hello.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,8,57,0.14,test_fixture,test_fixture,False,True,,No map-worker override; keep deterministic selector prior.
fb9cf2db2136,repo,packages/swarm-extension/CHANGELOG.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,8,58,0.138,changelog,changelog,False,False,,No map-worker override; keep deterministic selector prior.
ca5f6e26d460,repo,.github/PULL_REQUEST_TEMPLATE.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,7,58,0.121,other_context,reference_table,False,False,,No map-worker override; keep deterministic selector prior.
94b2d1695a39,repo,packages/ai/src/dialect/prompt-template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,4,57,0.07,other_context,reference_table,False,False,,No map-worker override; keep deterministic selector prior.
fe419223e74b,repo,packages/coding-agent/test/fixtures/apply-patch/scenarios/001_add_file/expected/bar.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,0,57,0.0,test_fixture,test_fixture,False,True,,No map-worker override; keep deterministic selector prior.
7100c10d50a8,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/README.md,project_docs;wikis,high_signal,high_signal,selector_score_prior,high,67,3,22.333,readme,readme,False,False,,No map-worker override; keep deterministic selector prior.
e41615fcc348,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/Agent-Runtime.md,wikis,high_signal,high_signal,selector_score_prior,high,64,2,32.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
cc79ba835599,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/Architecture.md,wikis,high_signal,high_signal,selector_score_prior,high,64,3,21.333,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
744ade32c94f,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/Decisions-Log.md,wikis,high_signal,high_signal,selector_score_prior,high,64,5,12.8,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
f6c9ebbac924,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/skill-g-stack-skill-boundary-triage.md,wikis,high_signal,high_signal,selector_score_prior,high,64,0,64.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
44b6143f4850,vault,vault:Projects/pi-speak-extension/OH_MY_PK_HARNESS_REBRAND.md,wikis,high_signal,high_signal,selector_score_prior,high,63,4,15.75,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
d67d6c19155d,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/utility-pipeline.md,wikis,high_signal,high_signal,selector_score_prior,high,62,1,62.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
ab60865125a6,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/Operations.md,wikis,high_signal,high_signal,selector_score_prior,high,58,6,9.667,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
ce695a4965e2,vault,vault:Projects/pi-speak-extension/pi-speak-extension-overview.md,wikis,high_signal,high_signal,selector_score_prior,high,56,2,28.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
2b2c442c265b,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/skill-conversation-obsidian-capture-discipline.md,wikis,mixed_signal,high_signal,map_reducer_adjustment,medium,54,3,18.0,vault_project_note,procedural,False,False,,"Mapper: curated Obsidian capture-discipline skill note with durable facts, fast path, failure modes, and provenance."
ca51e4159094,vault,vault:Projects/pi-speak-extension/PROJECT_FILES_AND_ENTRYPOINTS.md,wikis,mixed_signal,mixed_signal,selector_score_prior,medium,48,0,48.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
